0,1,2,3,4,5,6,7,8,9,10,11,12
1.8727133135401104,-0.6084058708306584,1.2189619406086034,1.598336388449202,-0.1673842573575889,0.8040015729247536,-0.6916784037712645,1.2672255168374742,1.877539798119426,3.4194730479873927,-1.6563285651202309,-0.8794090367008003,-0.24860606665054186
-0.5016390115692313,2.7515414982794346,1.0033150192218652,1.598336388449202,-0.3043788656848372,-0.7853837556606104,-1.4012329079248962,2.04959953158061,-0.8735052304677888,-0.024801200131702693,-0.5846327232187217,-1.254620949310512,-0.7299223724648021
-0.7115265099214384,-1.1435410914983233,-0.9375072732587756,-0.3036372656220829,-0.8523572989938302,1.9370287378568947,1.7467905964186805,-1.0016591259176204,0.5879874409691687,-0.24006834063914614,0.35845961765460665,0.24622670112833472,-0.24860606665054186
0.7445680098969988,-0.6171785793661939,1.0033150192218652,0.8668080599602461,-0.7838599948302061,0.4892718048880482,-0.9015466373941696,1.1889881153631607,1.172584509543952,2.881305196718784,-1.6563285651202309,-1.1295503117739414,-0.3813829785993033
0.20673129536946835,-0.7663146244702972,-0.9375072732587756,-1.1814712598088297,-0.1673842573575889,0.17454203685134215,0.6374870758404678,-0.6887095200203657,-0.40926638189369635,-0.5844957654510556,0.9586092891194513,0.13505280109582748,0.946386140888311
-0.9082960396266305,-0.9505415037165426,-1.512565730290077,-0.15733159992429174,-0.5783680823393337,0.11159608324400093,0.03786355120359604,0.1719018961970838,0.81150984954188,-1.0150300464659425,-0.41316138851448014,0.5936451387299196,-1.4037652006047663
-0.31798745051104943,-1.2224954683181428,-0.4343311233563868,-0.449942931319874,-0.09888695319396477,-0.14018773118536323,-0.062073702902549335,-0.5322347170717389,-0.2545200990356658,-1.0494727889471336,1.1729484574997533,0.7881994637868073,-0.9456848543815394
0.560916448838817,-1.2575863024602847,-0.0030372805829122756,-0.7425542627154562,0.6545833926059006,0.37911638607520076,-0.701672129181879,1.4237003197861016,-2.0426993676173555,-0.8126789343889458,0.2727239503024858,-0.9210992492129905,0.05014198523417133
0.9282195709551783,2.2602698202894476,-0.03897843414736782,0.13527973147129052,-0.5783680823393337,-0.4549174992220693,-1.2013583997126056,0.7978011079915923,-1.0110574818971496,-0.2831217687406347,-0.19882222013417813,-0.75433839916423,-0.6137425745096358
0.0,-0.011861690414245077,1.1111384799152335,-0.27437613248252424,0.03810765513328348,0.8040015729247536,1.2371106004773398,-0.5322347170717389,2.066674143834797,0.2679621109584203,0.3155917839785462,0.8020962012908704,1.4940909026769518
